#separator:tab
#html:true
"<img src=""paste-5f754a09c9529fbea9c1ffba29f3e7eca4c06f26.jpg"" title=""이 &lt;&gt; 기본서 6199 참조위험물이란인화성또는발화성등의성질을가지는것으로서행정안전부령이정하는물품을말한다 .
ㅇ 1×""/>"	"<img src=""paste-26667490ffb184a306f567e4c9eb87702242882a.jpg"" title/>X"
"<img src=""paste-6b0278c78d3b91e0e7d5655a700e62cfb0df3ec9.jpg"" title=""24 &lt;&gt; 기본서 0.206 참조칼륨 (《), 나트륨 (42), 알킬알루미늄 , 알킬리틈을제외한기타물질은물보다가법다 .
ㅇ 1×""/>"	"<img src=""paste-d3ac070f1aea47cea41faf18e843b3f83205d04a.jpg"" title/>X<div><img src=""paste-a4c72e2f5f2fc004ed15da1429097c0332c07b11.png"" title/><br/></div>"
"<img src=""paste-6d70b8da8e0c0552fcd6c75d62ff16302e02ca18.jpg"" title=""25 &lt;&gt; 기본서 6.207 참조트리에틸알루미늄은물과반응할경우에탄 (&lt;:1&lt;) 이발생하고 , 인화알루미늄은 8
과반응할경우수소 (12) 가발생하며 , 탄화알루미늄은물과반응할경우아세틸렌
(CHo)0] 발생한다 .
ㅇ 1×""/><div><img src=""image-90c961acedb704059d1c540b0368cbdfbd763c24.jpg"" title=""구분반응식 ㅣ 발생가스
ZEK)
2K + 개 20 ㅜ 2KOH + Hz
LIEE(Na)
|2Na + 2H20 — 2NaOH + 12
. 트리메틸알루미늄쥴뻬꽤알알루미눔
B - L G|
알킬알루미늄 ，
( 애 3시 + 3H20 ㅡ AI(OH)s + 3CHa
(C2HspsAl + 해 20 ㅡ AI(OH)s + 30216
(CsH7)sAl + 해 20 ㅡ 시 ( 애 13 + 30318
CHsLi + 120 —~ LIOH + CHa
CzHsLi + Hz20 ㅡ LiOH + 0216
ㅣ _ 프로필리틈  [CoHili + 170 — LIOH + CiHs
ㅣ 수소화림 [LH + HO — LiOH + 12
금속의 | 수소화나트륨  |NaH + H:O ㅡ NaOH + 12
화알루미늄
AIP + 3H20 A AI(OH): + PH3
? 인화아연 2032 + GHzO -~ 3Zn(DH)z ¥ 2PH3
슴의를흘콜 | 탄화칼슴 ( 카바이드 ) | 002 + 20 ㅡ CalOH: + 02 |
알루미늄의탄화물
AlsCs + 12120 — 4AI(OH)s + 3CHa""/><br/></div>"	"<img src=""paste-7e9b909d637509ad51d46505a69aa5afb984e660.jpg"" title/>X<div><img src=""paste-a7d453fe0d388523a483dfd06b9bd41806519ad2.png"" title/><br/></div>"
"<img src=""paste-fd22b657350498bde2ba9a342523e3cbc7728683.jpg"" title=""26 &lt;5 기본서 0.207 참조칼륨 (6,) 이물과반응하여발생하는가스의연소범위는탄화칼슴이물과반응하여발생하는가스의연소범위보다넓다 .
0 ㅇ 1×""/><div><img src=""image-90c961acedb704059d1c540b0368cbdfbd763c24.jpg"" title=""구분반응식 ㅣ 발생가스
ZEK)
2K + 개 20 ㅜ 2KOH + Hz
LIEE(Na)
|2Na + 2H20 — 2NaOH + 12
. 트리메틸알루미늄쥴뻬꽤알알루미눔
B - L G|
알킬알루미늄 ，
( 애 3시 + 3H20 ㅡ AI(OH)s + 3CHa
(C2HspsAl + 해 20 ㅡ AI(OH)s + 30216
(CsH7)sAl + 해 20 ㅡ 시 ( 애 13 + 30318
CHsLi + 120 —~ LIOH + CHa
CzHsLi + Hz20 ㅡ LiOH + 0216
ㅣ _ 프로필리틈  [CoHili + 170 — LIOH + CiHs
ㅣ 수소화림 [LH + HO — LiOH + 12
금속의 | 수소화나트륨  |NaH + H:O ㅡ NaOH + 12
화알루미늄
AIP + 3H20 A AI(OH): + PH3
? 인화아연 2032 + GHzO -~ 3Zn(DH)z ¥ 2PH3
슴의를흘콜 | 탄화칼슴 ( 카바이드 ) | 002 + 20 ㅡ CalOH: + 02 |
알루미늄의탄화물
AlsCs + 12120 — 4AI(OH)s + 3CHa""/><br/></div>"	"<img src=""paste-5752db5890db3aa8b6a9dec70bb5b0f9ed73422e.jpg"" title/>X<div><img src=""paste-b9c8856ae72e0a34a47b1b825aff429a50a07536.png"" title/><br/></div>"
"<img src=""paste-311cf2af4e87d7abbb1bac9e6ea9ea0ed3215935.jpg"" title=""27 &lt;5 기본서 0.207 참조험린〔낌)으자연발화성이없는금수성물질로서물과접촉하지않도록등유 , 경유등유류속에저장하여보관해야한다 .
ㅇ 1×""/>"	"<img src=""paste-43653ccbcbd9a79176c024a877d9d5d6688d1ee2.jpg"" title/>X<div><img src=""paste-b9c8856ae72e0a34a47b1b825aff429a50a07536.png"" title/><br/></div>"
"<img src=""paste-105b954d58eb42038b919c818651caaeddab09c7.jpg"" title=""28 &lt;&gt; 가본서 6.208 참조
YRS 연소시흰색연기의황화수소 (125) 가발생하며 , 약 260[“(] 로가열할경우적린이된다 .
ㅇ 1×""/>"	"<img src=""paste-7e872c45cc14064658e94ecd5ad64afb22619539.jpg"" title/>X<div><img src=""paste-ac5490ebebe50cf7eb2259c3b41c5c61ab4f51ee.png"" title/><br/></div>"
"<img src=""paste-880c4ee90b1dc4838b6306e0d83d40fcbbd8df9f.jpg"" title=""29 &lt;5 기본서 0.208 참조제 4 류위험물중특수인화물 , 제 1 석유류및알코올류는위험등급이 | of 해당한다 .
o1x""/>"	"<img src=""paste-f0127ef6ee54f1bda62c810903119187f36b1085.jpg"" title/>X<div><img src=""paste-ac5490ebebe50cf7eb2259c3b41c5c61ab4f51ee.png"" title/><br/></div>"
"<img src=""paste-4be29a1c37b0a1128dff142634e41c185247beb9.jpg"" title=""30 O71EA p.209 참조특수인화물이란이황화탄소 , 디에틸에테르등 1 기압에서비점이섭씨 100 도이하인것또는인화점이섭씨영하 20 도이하이고발화점이섭씨 40 도이하인것을말한다 .
ㅇ 1×""/>"	"<img src=""paste-fd91362e87be09746139ffd6c6c4d87ca1731e28.jpg"" title/>X<div><img src=""paste-3d3c1ab3f79e65239bfe8de0d45ac4a3b938da4d.png"" title/><br/></div>"
"<img src=""paste-781b77b3a16e037aefa1e0a3c5ea03302d649cfb.jpg"" title=""31 &gt; 기본서 6.209 참조제 4 류위험물중벤젠은제 1 석유류중비수용성에해당하고 , 시안화수소는제 1 석유류중수용성에해당한다 .
ㅇ 1×""/>"	"<img src=""paste-44c7322e4bbc27889e271dee47233e60ebeff970.jpg"" title/>O<div><img src=""paste-3d3c1ab3f79e65239bfe8de0d45ac4a3b938da4d.png"" title/><br/></div>"
"<img src=""paste-eda60e42b31923bc8d480853f2f4f7e05c797742.jpg"" title=""32 5 기본서 0.209 참조제 2 석유류란 1 기압에서인화점이섭씨 70 도이상 200 도미만인것을말한다 . 다만 ,
도료류그밖의물품에있어서가연성액체량이 40 중량퍼센트이하이면서인화점이섭씨 40 도이상인동시에연소점이섭씨 40 도이상인것은제외한다 .
ㅇ 1×""/>"	"<img src=""paste-61e833a6964e33c3161aa9ac2e6068c6eff47c73.jpg"" title/>X<div><img src=""paste-f5532e8616b8883a61913e24c881441f02d7bde2.png"" title/><br/><div><img src=""paste-3d3c1ab3f79e65239bfe8de0d45ac4a3b938da4d.png"" title/><br/></div></div>"
"<img src=""paste-d6fffbde1286d38eeb3db15fac50bfbd62e7adb5.jpg"" title=""33 &lt; 기본서 6.200 참조동식물유류란동물의지육 ( 머리 , 내장 , 다리를잘라내고아직부위별로나누지않은고기를말한다 ) 등또는식물의종자나과육으로부터추출한것으로서 1 기압에서인화점이섭씨 250 도이상인것을말한다 .
ㅇ 1×""/>"	"<img src=""paste-10898cf610f70cad5a3aa0a18a620b83464d8414.jpg"" title/>X<div><img src=""paste-94213ecd0993affb3934e0a9d1d23c7f33f5a083.png"" title/><br/></div>"
"<img src=""paste-5dfb58b3c5ad471d30812302f64ea4e3e85a5ee4.jpg"" title=""34 &lt;&gt; 기본서 0.200 참조요오드값이란유지 00[0] 이흡수할수있는요오드의 [g] 수를의미하고 , 요오드값이클수록반응성은낮아짐을의미한다 .
0 ㅇ 1×""/>"	"<img src=""paste-70bc16420c4dc547d6bbd41db0b224ceddf56be6.jpg"" title/>X<div><img src=""paste-94213ecd0993affb3934e0a9d1d23c7f33f5a083.png"" title/><br/></div>"
"<img src=""paste-768aa0d706a6b111988108b2d813daa01df4f2a3.jpg"" title=""35 &lt;5 기본서 0.200 참조제 4 류위험물은일반적으로부도체성질이강하므로정전기의축적이쉽다 . 또한 , 연소하한계및인화점이높아적은양으로도화재의위험성이있다 .
0 ㅇ 1×""/>"	"<img src=""paste-07e1f15ae464c5a9cd2be1acf517877a5e36ecb4.jpg"" title/>X<div><img src=""paste-94213ecd0993affb3934e0a9d1d23c7f33f5a083.png"" title/><br/></div>"
"<img src=""paste-cd2a8b2860cf941de1e6f510d57fd5d538e3c504.jpg"" title=""36 기본서 6.211 참조제 4 류위험물은물보다무겁고물에녹지않은것이많다 . 또한 , 발생하는증기는가연성이며 , 증기비중은대부분공기보다 2kgct
ㅇ 1×""/>"	"<img src=""paste-f07ac2c31d602f60ca94235b746d702dc08e9a00.jpg"" title/>X<div><img src=""paste-84f3f097b5a3b31c00ae95da10d3bd3d8523f5af.png"" title/><br/></div>"
"<img src=""paste-396fae1078fcb8fbc4d05372b1f3eded48a08901.jpg"" title=""37 &lt;&gt; 기본서 0.211 참조이황화탄소 (&lt;52) 는탄소의황화물로물보다무겁고 , 증기압이높아발생한증기는공기보다가벼운성질을갖는다 .
ㅇ 1×""/><div>비중이 큰 거</div><div>증기비중이 작은 거</div>"	"<img src=""paste-e9c7f5a8ec4de00bd2ca0e6caa29546cd5e2041f.jpg"" title/>x<div>이황화탄소, 글리세린</div><div>시안화수소<br/><div><img src=""paste-84f3f097b5a3b31c00ae95da10d3bd3d8523f5af.png"" title/><br/></div></div>"
"<img src=""paste-77a9af10ba31a0a055154fa4e37e45c32228a403.jpg"" title=""38 &lt;5 기본서 0.211 참조이황화탄소 (&lt;5&gt;) 는발화점이 34[“」] 로낮은편이며 , 연소시이산화탄소 (&lt;2) 와황화수소 (125) 를형성한다 .
ㅇ 1%""/>"	"<img src=""paste-7741f1694057c0a58cb25c731e008f76a86093f7.jpg"" title/>X<div><img src=""paste-ec975a39b90aa14db196a7a531c733c871b4a74d.png"" title/><br/></div>"
"<img src=""paste-6631328f68bda2e36a99585b4e88c161fc44a42b.jpg"" title=""39 가본서 6211 참조제 4 류위험물인알코올은내알코올포 (※8,10300) 를사용하여소화한다 .""/>"	"<img src=""paste-7e1e7cba9936a8c22daa9ce632bb4f5fbe05ec65.jpg"" title/>O<div><img src=""paste-ec975a39b90aa14db196a7a531c733c871b4a74d.png"" title/><br/></div>"
"<img src=""paste-069b47725b10e07648781635791d078c158b127b.jpg"" title=""40 &lt;5 기본서 0.22 참조제 5 류위험물은고체또는액체로서폭발의위험성또는충격에대한민감성을판단하기위하여고시로정하는시험에서고시로정하는성질과상태를나타내는것을말하며 , 위험성유무와등급에따라제 1 종또는제 2 종으로분류한다 .
0 ㅇ 1×""/>"	"<img src=""paste-3cdc278fc48cccaad7e0fcad1abd95b04f8a6d22.jpg"" title/>X<div><img src=""paste-d19f7f893b12f6585ad2fdd6cbdc440143761ac8.png"" title/><br/></div>"
"<img src=""paste-94ce60aca047eb0545c155becfc838e3f04de747.jpg"" title=""41 &lt; 기본서 0.212 참조제 5 류위험물은밀폐된공간에서화재시공기호흡기를착용하여질식되지앉도록주의한다 .
ㅇ 1×""/>"	"<img src=""paste-aaf0dbd5f1982aaf841584c50bba97bf319dbd5c.jpg"" title/>O<div><img src=""paste-d19f7f893b12f6585ad2fdd6cbdc440143761ac8.png"" title/><br/></div>"
"<img src=""paste-07bf8b9557823f5f58d8c79257df1bd77fa54542.jpg"" title=""42 &lt;5 기본서 0.212 참조제 5 류위험물은연소시외부로부터의산소유입을차단하여소화한다 .""/>"	"<img src=""paste-5d4c5e8d1ac74d1a40d5ba115204078f254f27c2.jpg"" title/>X<div><img src=""paste-d19f7f893b12f6585ad2fdd6cbdc440143761ac8.png"" title/><br/></div>"
"<img src=""paste-bf9c26c4ab38535986c0d6f61486b71c7eec8d14.jpg"" title=""43 &lt;5 기본서 ”0.212 참조제 5 류위험물은공기중노출될경우단시간에자연발화의위험성이있으며 , 연소시다량의유독성가스를발생시킨다 .
ㅇ 1×""/>"	"<img src=""paste-f06edce487daf7bdfd5c2e8dbadf84ce15082da7.jpg"" title/>X<div><img src=""paste-d19f7f893b12f6585ad2fdd6cbdc440143761ac8.png"" title/><br/></div>"
"<img src=""paste-44ef3875c8625f91990a73fcf9257eda8045506b.jpg"" title=""44 5 기본서 ”.222 참조제 5 류위험물중나이트로셀룰로오스의경우에는질화도가클수록폭발성이증가한다 .
o1x""/>"	"<img src=""paste-ad341069bf3a694ba273b7aec00211bf51b4c72a.jpg"" title/>O<div><img src=""paste-d19f7f893b12f6585ad2fdd6cbdc440143761ac8.png"" title/><br/></div>"
"<img src=""paste-b8fe546872dec6ee7209cf1227eae92894a4f06a.jpg"" title=""45 &lt;5 가본서 ”0.222 참조하이드록실아민 ( 빠 +2 아 1) 은이산화탄소소화약제에의한질식소화를한다 .""/>"	"<img src=""paste-15481de150b1f3ff4ef123cc1d20b3baa6af0c2e.jpg"" title/>X<div><img src=""paste-d19f7f893b12f6585ad2fdd6cbdc440143761ac8.png"" title/><br/></div>"
"<img src=""paste-470dc4cbb3dbacee7beb565fc72fd5a8d8dbd618.jpg"" title=""46 &lt;5 기본서 0.213 참조과염소산은농도가 36 중량퍼센트이상인것에한하며 , 산화성액체의성상이있는것으로본다 .
ㅇ 1×""/>"	"<img src=""paste-7e906fddcb99ea3163d644fd4c8682c8fa13b3b4.jpg"" title/>X<div><img src=""paste-f3aedf11041bac53606ebdd04a8351748399d73c.png"" title/><br/></div>"
"<img src=""paste-0ad9b536d60b82048993bf7930b01c2254bab3aa.jpg"" title=""47 &lt;5 기본서 6.213 참조산화성액체는과염소산을제외하고물과접촉하여발열하므로 , 주수소화는불가능하다 .
ㅇ 1×""/>"	"<img src=""paste-f2980587b42389fca25d173775b0a4d7b408c511.jpg"" title/>x<div><img src=""paste-f3aedf11041bac53606ebdd04a8351748399d73c.png"" title/><br/></div>"
"<img src=""paste-afbabd88b5d5588f584bc053d01edca2165c8dd6.jpg"" title=""48 &lt;&gt; 기본서 6.213 참조산화성액체는과산화수소를제외하고강염기성이며 , 과염소산의염기성이가장크다 .
ㅇ 1×※""/>"	"<img src=""paste-0e29c3fa40ad2ffbe5e89c876f4387cedb539cfb.jpg"" title/>X<div><img src=""paste-f3aedf11041bac53606ebdd04a8351748399d73c.png"" title/><br/></div>"
"<img src=""paste-9970fc89f9d5bae55bcccb98854b5e50dc5e0b32.jpg"" title=""49 &lt;&gt; 기본서 6.244 참조비중이 1.8 인질산 2[ ㄴ ] 의질량은 900[09] 이다 .
ㅇ 1×""/>"	"<img src=""paste-faa3e0c2841387f4bc87e243dd2c9a20f7af2fb3.jpg"" title/>X<div><img src=""paste-1820f131557c84129f7ee21ab255658174f3bdea.png"" title/><br/></div>"
"<img src=""paste-69dc77853eac075549922eb797bd791555502498.jpg"" title=""50 &lt;&gt; 기본서 6.213 참조제 6 류위험물의유출사고시에는건조사및중화제를사용한다 .""/>"	"<img src=""paste-f4db8377e85879b3f08479519669f8ee3fbdb9d7.jpg"" title/>O<div><img src=""paste-422620c950b62db2af3ac6061e368f958288025b.png"" title/><br/></div>"
"<img src=""paste-247b7f7fe000aa40089f81bd63dc81711212d482.jpg"" title=""51 &lt;&gt; 기본서 0.244 참조제 6 류위험물의소량화재시에는다량의물로희석하는소화방법을사용할수있다 .
ㅇ 1×""/>"	"<img src=""paste-21e1a08a470e2e36fba556362354a65e517d403e.jpg"" title/>O<div><img src=""paste-d0fe83bd780e5d9a160f711730237b6043dce68d.png"" title/><br/></div>"
"<img src=""paste-b2d62057be45e81debce61945be905b6e8a83308.jpg"" title=""52 &lt;&gt; 기본서 0.214 참조제 4 류위험물은제 2 류 , 제 3 류및제 6 류위험물과혼재가가능하다 . (T, 지정수량 730
이하의위험물에대해서는적용하지않는다 .)
ㅇ 1×""/>"	"<img src=""paste-a3e82b09f4edce5be8a508d83d3a2b15d819a2a2.jpg"" title/>X<div><img src=""paste-d0fe83bd780e5d9a160f711730237b6043dce68d.png"" title/><br/></div>"
"<img src=""paste-4f688708c60408dea23bb225a297035f654e3bcc.jpg"" title=""53 5 기본서 6.214 참조특수인화물중산화프로필렌은마그네슴이나동속에보관하며 , 아세틸렌은다공성물질에따른아세톤에용해하여저장한다 .
ㅇ 1×""/><div>이황화탄소 황린</div><div>나트륨 칼륨</div><div>알킬알루미늄 알킬리튬</div><div>아세트알데히드 산화프로필렌</div><div>니트로셀룰로오스</div><div>아세틸렌</div>"	"<img src=""paste-998adbdb4eb4a3a35528da1f409ebd851480c144.jpg"" title/>X<div><img src=""paste-d0fe83bd780e5d9a160f711730237b6043dce68d.png"" title/><br/></div>"
